"income","workclass","occupation","capital-gain","capital-loss","hours-per-week"
"<=50K","Private","Tech-support",1151,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Other-service",0,0,36
"<=50K","Private","Other-service",0,0,30
"<=50K","Federal-gov","Tech-support",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Other-service",0,0,13
">50K","Self-emp-not-inc","Protective-serv",0,0,55
">50K","Private","Sales",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,37
"<=50K","Self-emp-inc","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Transport-moving",0,0,49
"<=50K","Private","Machine-op-inspct",0,0,38
">50K","Self-emp-not-inc","Exec-managerial",25236,0,50
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,37
">50K","Self-emp-inc","Prof-specialty",99999,0,80
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,45
"<=50K","Private","Transport-moving",0,0,55
">50K","Self-emp-not-inc","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,10
">50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,35
"<=50K","Private","Craft-repair",0,0,50
"<=50K","State-gov","Prof-specialty",0,0,20
">50K","Private","Sales",27828,0,40
">50K","Private","Craft-repair",0,0,45
"<=50K","Self-emp-not-inc","Machine-op-inspct",0,2205,35
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Adm-clerical",2597,0,45
"<=50K","Private","Other-service",0,1672,40
"<=50K","Self-emp-not-inc","Sales",2346,0,15
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Local-gov","Protective-serv",0,0,45
">50K","Private","Sales",0,0,50
">50K","State-gov","Exec-managerial",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,45
"<=50K","Private","Tech-support",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,55
"<=50K","Local-gov","Transport-moving",0,0,40
">50K","Private","Craft-repair",0,0,45
">50K","Private","Prof-specialty",15024,0,30
"<=50K","Local-gov","Tech-support",0,0,20
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,40
"<=50K","State-gov","Prof-specialty",2463,0,50
">50K","Private","Prof-specialty",0,0,50
"<=50K","Private","Transport-moving",0,0,40
">50K","Private","Transport-moving",0,0,52
"<=50K","Private","Adm-clerical",0,0,30
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,60
"<=50K","Self-emp-not-inc","Adm-clerical",0,0,40
"<=50K","Private","Farming-fishing",0,0,40
">50K","Private","Tech-support",0,0,40
"<=50K","Self-emp-not-inc","Sales",0,0,63
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Adm-clerical",0,0,25
">50K","Self-emp-inc","Exec-managerial",0,0,60
">50K","Private","Tech-support",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
">50K","Private","Sales",0,0,50
"<=50K","Local-gov","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Exec-managerial",0,1902,45
">50K","Private","Other-service",0,2559,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,60
"<=50K","Private","Priv-house-serv",0,0,25
"<=50K","Private","Craft-repair",0,0,50
"<=50K","Private","Sales",0,0,55
"<=50K","Self-emp-inc","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Exec-managerial",0,1504,45
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Self-emp-not-inc","Adm-clerical",0,0,20
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Sales",0,0,35
"<=50K","Private","Other-service",0,0,38
">50K","Self-emp-inc","Sales",25236,0,42
"<=50K","Private","Sales",0,0,50
"<=50K","Private","Handlers-cleaners",2597,0,40
">50K","Private","Machine-op-inspct",4386,0,40
">50K","Private","Tech-support",15024,0,40
"<=50K","Private","Sales",0,0,50
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Sales",0,0,50
"<=50K","Private","Other-service",0,0,6
"<=50K","Local-gov","Other-service",0,0,30
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Prof-specialty",0,0,45
">50K","Private","Exec-managerial",0,0,50
">50K","Private","Prof-specialty",0,0,55
"<=50K","Private","Protective-serv",0,0,40
"<=50K","Local-gov","Adm-clerical",0,0,25
"<=50K","Private","Other-service",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,39
">50K","Private","Tech-support",0,0,40
"<=50K","Private","Exec-managerial",0,0,45
"<=50K","Self-emp-not-inc","Transport-moving",0,0,60
"<=50K","Private","Sales",0,0,10
"<=50K","Private","Transport-moving",0,0,99
"<=50K","State-gov","Adm-clerical",0,0,35
"<=50K","Private","Farming-fishing",0,0,30
">50K","Self-emp-inc","Exec-managerial",27828,0,60
"<=50K","Private","Sales",0,0,36
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,0,25
"<=50K","Private","Adm-clerical",0,0,15
"<=50K","Private","Craft-repair",0,0,48
"<=50K","Private","Transport-moving",0,0,75
"<=50K","Private","Other-service",0,0,35
"<=50K","Private","Sales",0,0,18
"<=50K","Private","Exec-managerial",4508,0,40
"<=50K","Private","Prof-specialty",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Sales",0,0,55
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Transport-moving",0,0,65
">50K","Federal-gov","Prof-specialty",0,1564,50
"<=50K","Self-emp-not-inc","Craft-repair",0,0,50
">50K","Self-emp-inc","Prof-specialty",0,1977,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Sales",0,0,45
"<=50K","Federal-gov","Adm-clerical",0,0,25
">50K","State-gov","Adm-clerical",0,0,70
">50K","Private","Craft-repair",0,0,32
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Transport-moving",0,0,40
">50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Farming-fishing",0,0,65
"<=50K","Private","Machine-op-inspct",0,0,35
">50K","Private","Craft-repair",0,0,50
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Handlers-cleaners",0,0,30
">50K","Local-gov","Other-service",4386,0,40
"<=50K","Private","Sales",5013,0,50
">50K","Private","Sales",0,0,40
">50K","Federal-gov","Craft-repair",4386,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","State-gov","Prof-specialty",0,1902,35
">50K","Local-gov","Protective-serv",0,1887,40
"<=50K","Private","Adm-clerical",0,0,48
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Private","Exec-managerial",0,1902,35
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Tech-support",0,0,36
"<=50K","Private","Prof-specialty",0,0,60
"<=50K","Private","Adm-clerical",0,0,16
"<=50K","Private","Craft-repair",0,0,45
">50K","Private","Exec-managerial",0,0,45
">50K","Private","Tech-support",0,0,25
"<=50K","Private","Sales",0,0,45
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Self-emp-not-inc","Sales",0,0,66
"<=50K","Private","Adm-clerical",0,0,25
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","State-gov","Other-service",0,0,14
">50K","Private","Other-service",0,0,60
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,14
"<=50K","Private","Prof-specialty",0,0,90
"<=50K","Private","Machine-op-inspct",0,0,36
"<=50K","Private","Other-service",0,0,38
"<=50K","Private","Adm-clerical",0,0,25
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Prof-specialty",0,0,45
"<=50K","Private","Transport-moving",0,0,65
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Transport-moving",0,0,36
"<=50K","Private","Exec-managerial",0,0,50
">50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Self-emp-inc","Sales",0,0,40
"<=50K","Private","Exec-managerial",0,0,44
"<=50K","Private","Adm-clerical",0,0,42
"<=50K","Local-gov","Other-service",0,0,40
">50K","Self-emp-inc","Prof-specialty",0,0,60
"<=50K","Private","Exec-managerial",5455,0,50
"<=50K","State-gov","Prof-specialty",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,50
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Sales",0,0,40
">50K","Private","Prof-specialty",15024,0,50
"<=50K","Private","Transport-moving",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,0,20
"<=50K","Private","Farming-fishing",0,0,20
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Self-emp-not-inc","Prof-specialty",5013,0,45
"<=50K","Private","Craft-repair",0,0,16
"<=50K","Self-emp-not-inc","Craft-repair",0,0,60
"<=50K","Private","Adm-clerical",0,2051,40
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,60
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Prof-specialty",2174,0,40
">50K","Private","Prof-specialty",14084,0,50
">50K","Private","Craft-repair",0,0,55
"<=50K","Private","Handlers-cleaners",0,0,72
"<=50K","Local-gov","Craft-repair",0,1876,40
"<=50K","Private","Sales",0,0,50
"<=50K","Private","Handlers-cleaners",0,0,35
">50K","State-gov","Prof-specialty",0,0,40
"<=50K","Private","Farming-fishing",0,0,25
"<=50K","Private","Craft-repair",0,0,35
"<=50K","Private","Exec-managerial",0,1974,40
"<=50K","Private","Exec-managerial",0,1672,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Other-service",0,0,25
"<=50K","Self-emp-not-inc","Farming-fishing",2829,0,90
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,80
"<=50K","Private","Other-service",0,0,15
">50K","Self-emp-not-inc","Prof-specialty",0,0,48
"<=50K","Private","Other-service",0,0,24
"<=50K","Private","Sales",0,0,15
"<=50K","Self-emp-inc","Other-service",0,0,40
"<=50K","Private","Prof-specialty",0,0,65
">50K","Self-emp-not-inc","Prof-specialty",99999,0,50
"<=50K","Private","Other-service",0,0,45
"<=50K","Private","Other-service",2580,0,20
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,60
">50K","Self-emp-not-inc","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,1590,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,60
"<=50K","Private","Adm-clerical",3471,0,40
">50K","Private","Prof-specialty",0,0,45
">50K","Private","Craft-repair",0,0,46
">50K","Private","Craft-repair",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Farming-fishing",0,0,10
">50K","Local-gov","Adm-clerical",0,1848,45
"<=50K","Private","Adm-clerical",0,0,55
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,45
"<=50K","Private","Priv-house-serv",0,0,10
"<=50K","Private","Handlers-cleaners",0,0,35
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","State-gov","Other-service",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,70
"<=50K","Private","Adm-clerical",0,0,38
"<=50K","Local-gov","Farming-fishing",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,38
"<=50K","Private","Sales",0,0,13
"<=50K","Private","Other-service",0,0,20
">50K","Local-gov","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Exec-managerial",0,0,7
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Sales",0,0,25
">50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Adm-clerical",0,0,5
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","State-gov","Transport-moving",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","State-gov","Exec-managerial",0,0,40
"<=50K","Federal-gov","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Self-emp-inc","Sales",0,0,40
">50K","Self-emp-not-inc","Prof-specialty",0,0,50
">50K","Self-emp-not-inc","Exec-managerial",0,1902,52
"<=50K","Private","Craft-repair",4064,0,35
"<=50K","Private","Sales",0,0,15
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,50
"<=50K","Private","Exec-managerial",0,0,55
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,60
"<=50K","Private","Handlers-cleaners",0,0,40
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Tech-support",0,0,26
">50K","Local-gov","Prof-specialty",0,0,50
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,38
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Exec-managerial",0,0,50
"<=50K","Self-emp-not-inc","Sales",0,0,80
">50K","Private","Sales",0,0,60
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Prof-specialty",0,0,50
"<=50K","Private","Transport-moving",0,0,70
"<=50K","Private","Other-service",0,0,20
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,12
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Prof-specialty",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Prof-specialty",0,0,45
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,30
"<=50K","State-gov","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Sales",0,0,42
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Self-emp-not-inc","Adm-clerical",0,0,2
"<=50K","Private","Prof-specialty",0,0,8
"<=50K","Private","Craft-repair",0,0,48
">50K","Local-gov","Protective-serv",0,0,72
">50K","Private","Craft-repair",0,0,40
"<=50K","Private","Transport-moving",0,0,60
"<=50K","Private","Transport-moving",0,0,72
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Other-service",0,0,12
"<=50K","Private","Sales",0,0,46
"<=50K","Self-emp-inc","Craft-repair",0,0,40
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,38
"<=50K","Local-gov","Adm-clerical",0,0,40
"<=50K","Private","Other-service",0,0,24
"<=50K","Private","Farming-fishing",0,0,60
"<=50K","Private","Sales",0,0,48
"<=50K","Private","Transport-moving",0,0,35
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Other-service",0,0,20
">50K","Private","Exec-managerial",15024,0,60
">50K","Private","Tech-support",0,0,40
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Tech-support",5013,0,40
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,18
"<=50K","Private","Other-service",0,0,10
"<=50K","Private","Prof-specialty",0,0,32
">50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
">50K","Federal-gov","Exec-managerial",0,0,40
">50K","Private","Sales",15024,0,60
"<=50K","State-gov","Protective-serv",0,0,40
"<=50K","Private","Adm-clerical",0,0,32
"<=50K","Private","Other-service",0,0,52
"<=50K","Private","Prof-specialty",0,0,44
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Sales",0,0,60
"<=50K","Private","Adm-clerical",0,0,20
"<=50K","Private","Adm-clerical",0,0,35
">50K","Private","Prof-specialty",0,0,45
"<=50K","Self-emp-not-inc","Adm-clerical",0,0,50
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,40
"<=50K","Private","Other-service",0,0,35
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Sales",0,0,25
">50K","Private","Adm-clerical",3103,0,40
"<=50K","Self-emp-not-inc","Transport-moving",0,0,99
"<=50K","Private","Craft-repair",0,0,40
">50K","Private","Exec-managerial",0,0,45
"<=50K","Private","Exec-managerial",0,0,70
"<=50K","Private","Other-service",0,0,32
"<=50K","State-gov","Exec-managerial",0,0,38
">50K","Private","Transport-moving",7298,0,50
"<=50K","Private","Prof-specialty",5013,0,40
">50K","Private","Protective-serv",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,45
"<=50K","Private","Adm-clerical",0,2205,40
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,50
"<=50K","Private","Exec-managerial",0,0,70
">50K","Self-emp-not-inc","Machine-op-inspct",6514,0,40
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Local-gov","Adm-clerical",0,0,40
"<=50K","Self-emp-inc","Exec-managerial",0,0,50
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,30
"<=50K","Private","Sales",0,0,50
"<=50K","Private","Prof-specialty",0,0,48
"<=50K","State-gov","Other-service",0,0,30
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Tech-support",0,0,45
">50K","Private","Sales",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Adm-clerical",0,0,38
"<=50K","Self-emp-not-inc","Exec-managerial",0,0,75
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Local-gov","Adm-clerical",0,0,25
"<=50K","Private","Craft-repair",0,0,35
"<=50K","Local-gov","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,45
">50K","Private","Exec-managerial",0,0,50
"<=50K","Private","Exec-managerial",0,1590,60
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
">50K","Federal-gov","Exec-managerial",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,0,50
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,30
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Exec-managerial",0,0,42
"<=50K","Self-emp-inc","Transport-moving",0,0,50
"<=50K","Private","Craft-repair",0,0,45
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,35
"<=50K","Self-emp-inc","Exec-managerial",0,0,63
"<=50K","Private","Other-service",0,0,35
">50K","Local-gov","Prof-specialty",0,0,35
"<=50K","Private","Tech-support",0,0,30
"<=50K","Private","Craft-repair",0,0,40
">50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Machine-op-inspct",2538,0,40
">50K","Private","Sales",7298,0,40
"<=50K","Private","Transport-moving",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",0,0,60
"<=50K","Private","Prof-specialty",3908,0,40
"<=50K","Private","Transport-moving",0,0,75
"<=50K","Private","Adm-clerical",0,0,35
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Local-gov","Adm-clerical",0,0,40
">50K","Private","Craft-repair",0,0,52
"<=50K","Self-emp-not-inc","Sales",0,0,55
">50K","Self-emp-inc","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Private","Tech-support",0,0,45
"<=50K","Self-emp-not-inc","Transport-moving",0,0,60
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,50
"<=50K","Private","Craft-repair",10566,0,45
"<=50K","Local-gov","Prof-specialty",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Craft-repair",0,0,60
"<=50K","Private","Other-service",0,0,40
">50K","State-gov","Adm-clerical",7688,0,38
">50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,65
">50K","Private","Prof-specialty",7688,0,36
"<=50K","Private","Transport-moving",0,0,60
"<=50K","Private","Adm-clerical",0,0,10
">50K","Local-gov","Prof-specialty",0,1977,40
">50K","Private","Sales",4386,0,45
">50K","Local-gov","Exec-managerial",7298,0,40
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Other-service",1055,0,20
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Prof-specialty",0,0,50
"<=50K","Local-gov","Prof-specialty",0,0,40
"<=50K","State-gov","Adm-clerical",0,0,38
"<=50K","Private","Machine-op-inspct",0,0,45
"<=50K","Self-emp-not-inc","Other-service",0,0,40
"<=50K","State-gov","Prof-specialty",0,0,15
">50K","Private","Craft-repair",3103,0,40
"<=50K","Private","Adm-clerical",0,0,39
"<=50K","Private","Machine-op-inspct",0,0,48
"<=50K","Private","Other-service",0,0,12
"<=50K","Private","Exec-managerial",0,0,40
">50K","Private","Sales",0,0,60
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Self-emp-inc","Sales",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,45
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Private","Adm-clerical",0,0,21
">50K","Private","Exec-managerial",0,0,55
"<=50K","State-gov","Protective-serv",0,1740,40
"<=50K","Local-gov","Protective-serv",0,0,40
">50K","State-gov","Prof-specialty",7688,0,50
"<=50K","Federal-gov","Prof-specialty",0,0,40
">50K","Private","Prof-specialty",0,0,36
"<=50K","Self-emp-not-inc","Craft-repair",0,0,24
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Tech-support",0,0,40
">50K","Private","Transport-moving",15024,0,60
"<=50K","Private","Sales",0,0,45
">50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Machine-op-inspct",0,974,40
">50K","Self-emp-not-inc","Sales",0,0,60
">50K","Private","Sales",15024,0,40
">50K","Private","Sales",0,1564,43
"<=50K","Private","Sales",0,0,55
"<=50K","Private","Adm-clerical",0,0,20
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Farming-fishing",0,0,53
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,40
"<=50K","Federal-gov","Tech-support",0,0,20
">50K","Private","Sales",0,0,50
"<=50K","Private","Sales",0,0,40
"<=50K","Private","Craft-repair",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,2559,50
"<=50K","Private","Machine-op-inspct",0,0,32
"<=50K","Private","Adm-clerical",0,0,40
">50K","Private","Adm-clerical",4386,0,40
"<=50K","Private","Exec-managerial",0,0,48
"<=50K","Self-emp-not-inc","Craft-repair",0,0,40
"<=50K","Private","Craft-repair",0,0,25
"<=50K","Private","Adm-clerical",0,0,35
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Self-emp-not-inc","Prof-specialty",0,0,20
">50K","Self-emp-not-inc","Craft-repair",0,0,50
"<=50K","Private","Other-service",0,0,50
">50K","Federal-gov","Prof-specialty",0,0,50
"<=50K","Private","Other-service",0,0,30
"<=50K","Federal-gov","Exec-managerial",0,0,40
"<=50K","Private","Other-service",0,0,40
">50K","Self-emp-not-inc","Craft-repair",0,0,50
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Local-gov","Exec-managerial",0,0,50
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Transport-moving",0,0,40
"<=50K","Private","Farming-fishing",0,0,40
">50K","Private","Adm-clerical",0,0,45
">50K","Private","Transport-moving",0,0,44
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Federal-gov","Prof-specialty",0,0,40
">50K","Self-emp-not-inc","Craft-repair",0,0,40
"<=50K","Private","Other-service",0,0,25
">50K","Private","Sales",0,0,65
">50K","Local-gov","Prof-specialty",7688,0,40
">50K","Local-gov","Prof-specialty",0,0,40
">50K","Self-emp-inc","Exec-managerial",0,2415,50
"<=50K","Private","Other-service",0,0,20
">50K","Private","Exec-managerial",0,0,40
"<=50K","Self-emp-inc","Craft-repair",0,0,70
"<=50K","Private","Other-service",0,0,40
">50K","Self-emp-inc","Sales",99999,0,65
"<=50K","Private","Other-service",0,0,40
"<=50K","Private","Adm-clerical",0,0,39
">50K","Private","Tech-support",0,0,40
"<=50K","Federal-gov","Adm-clerical",0,0,40
"<=50K","Self-emp-not-inc","Tech-support",0,0,30
"<=50K","Self-emp-not-inc","Farming-fishing",0,0,60
"<=50K","Private","Tech-support",0,0,20
"<=50K","Private","Prof-specialty",0,0,50
"<=50K","Private","Machine-op-inspct",0,0,56
">50K","Private","Sales",0,0,40
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Prof-specialty",6497,0,50
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Sales",0,0,40
">50K","Local-gov","Protective-serv",0,0,50
"<=50K","Private","Farming-fishing",0,0,40
"<=50K","Private","Exec-managerial",0,0,60
"<=50K","Private","Sales",0,1669,55
"<=50K","Private","Exec-managerial",0,0,40
"<=50K","Private","Sales",0,0,25
"<=50K","Private","Farming-fishing",0,0,20
">50K","Private","Sales",7298,0,45
"<=50K","Private","Transport-moving",0,0,50
"<=50K","Private","Sales",0,0,6
">50K","Self-emp-not-inc","Prof-specialty",0,0,35
"<=50K","Local-gov","Transport-moving",0,0,40
"<=50K","Self-emp-not-inc","Craft-repair",0,0,40
">50K","Private","Sales",0,0,40
"<=50K","Private","Other-service",0,0,40
"<=50K","Self-emp-not-inc","Tech-support",0,0,10
"<=50K","Private","Adm-clerical",0,0,25
"<=50K","Private","Sales",0,0,48
"<=50K","Self-emp-not-inc","Craft-repair",0,0,15
"<=50K","State-gov","Prof-specialty",0,1876,44
"<=50K","Self-emp-not-inc","Tech-support",0,0,30
">50K","Private","Prof-specialty",0,0,45
"<=50K","Private","Adm-clerical",0,0,20
"<=50K","Private","Farming-fishing",0,0,40
">50K","Private","Tech-support",0,0,40
"<=50K","Private","Machine-op-inspct",0,0,32
"<=50K","Private","Other-service",0,0,40
">50K","Private","Other-service",0,0,40
"<=50K","Local-gov","Craft-repair",0,0,40
">50K","Private","Transport-moving",0,0,50
"<=50K","Private","Adm-clerical",0,0,40
"<=50K","Private","Tech-support",0,0,89
">50K","Self-emp-inc","Prof-specialty",0,1977,60
"<=50K","Private","Machine-op-inspct",0,0,40
"<=50K","Private","Handlers-cleaners",0,0,40
"<=50K","Private","Other-service",0,0,25
">50K","Private","Prof-specialty",0,0,40
"<=50K","Private","Exec-managerial",0,1876,50
"<=50K","Private","Handlers-cleaners",0,0,44
"<=50K","Private","Adm-clerical",0,0,38
